"ssn","bank_name","IBAN","account_id"
"87070515537","تجارت","IR987951591600878689548726","115778"
"75548662470","سرمایه","IR847624517321292660255059","324507"
"75548662470","ملت","IR775297015940302682597236","621305"
"26533127384","صادرات","IR445355544050611788207730","937986"
"26533127384","ملی","IR301928068193754506108808","852727"
"26533127384","سرمایه","IR937747739263199902879547","521510"
"65076558310","سرمایه","IR851285685923088694127802","420438"
"65076558310","ملت","IR476529423758513517563367","421963"
"65076558310","صادرات","IR486133634667825140994063","876239"
"65076558310","صادرات","IR511642988405861845500190","608153"
"48014094745","سرمایه","IR828676850409769083516808","200907"
"48014094745","ملت","IR879424654395654047297144","845850"
"48014094745","سرمایه","IR406052098995909911727157","206085"
"11926010389","صادرات","IR802829638009432184386787","316038"
"55116187843","تجارت","IR584448912541440544111827","985389"
"55116187843","تجارت","IR715716991741978219240363","413997"
"55116187843","تجارت","IR430741540726051487782261","662213"
"55116187843","ملت","IR406396626994800211622132","372931"
"16123396097","صادرات","IR527385882303285325474082","239978"
"16123396097","تجارت","IR310019606031510867525878","459550"
"28865715775","صادرات","IR977700261753874531748818","329762"
"28865715775","ملت","IR562467362277883548148979","980557"
"28865715775","صادرات","IR398450954557744635546321","926098"
"28865715775","ملت","IR629851526900957352460015","786444"
"78451825523","سرمایه","IR648198513206810262738109","459887"
"78451825523","سرمایه","IR715287192725646360688242","709566"
"78451825523","تجارت","IR609440368457842161533130","380364"
"78451825523","ملی","IR521006494166532551031007","950042"
"78451825523","صادرات","IR807805110491842633257976","958527"
"67857604521","ملت","IR974790145634988877956853","948520"
"67857604521","تجارت","IR329675706859550330530337","355877"
"67857604521","ملی","IR606067440379859261881455","499244"
"67857604521","ملت","IR844111743947723297147586","882725"
"67857604521","تجارت","IR894727013397247900488058","620541"
"57612172346","صادرات","IR177642185925053210328329","690557"
"57612172346","ملی","IR936873879970794029431821","338001"
"57612172346","صادرات","IR234731717128985909215566","911975"
"57612172346","تجارت","IR879445976100688641162719","827083"
"71079216210","تجارت","IR656661267036258997253738","871649"
"71079216210","سرمایه","IR673439662463241169789908","410394"
"71079216210","سرمایه","IR477928505691447460414624","973615"
"38608170039","تجارت","IR274692758368801069887877","756690"
"38608170039","تجارت","IR966699623570756313492557","836624"
"82034044209","تجارت","IR407297912168630899483962","563468"
"82034044209","ملی","IR334549555374033841537369","685869"
"19907660609","تجارت","IR505668896834729503833674","481431"
"19907660609","سرمایه","IR119178140325233946326575","952548"
"19907660609","ملت","IR742447789938192263921227","332806"
"19907660609","صادرات","IR471953968690173221033386","662949"
"34422094540","سرمایه","IR108899807996847387895902","875275"
"34422094540","ملت","IR790909208930020826380072","805716"
"34422094540","ملت","IR560614597376973870064242","592227"
"73895039486","ملی","IR785157378977942785817518","492763"
"56502172648","صادرات","IR165241448339183132226433","176749"
"56502172648","تجارت","IR362588849710789391644177","203892"
"56502172648","تجارت","IR730397287466225039469446","228898"
"56502172648","تجارت","IR448238577258591033173408","571527"
"56502172648","تجارت","IR200110275634153352487671","643034"
"88453659965","ملی","IR549986539531149606763329","399960"
"88453659965","ملی","IR427483959079581041900783","431502"
"88453659965","سرمایه","IR727054122597112841230861","590778"
"88453659965","صادرات","IR454402574852917315898958","234672"
"72468043867","ملی","IR270402601767271361241950","256384"
"72468043867","سرمایه","IR284184303546520788046545","350248"
"77305132896","سرمایه","IR568195999035097059952486","243094"
"77305132896","سرمایه","IR739644187755627343564758","514175"
"84008983278","سرمایه","IR183316055931472489120692","448944"
"84008983278","صادرات","IR820893345798532296337746","765674"
"84008983278","تجارت","IR177093989531714990075153","887251"
"84008983278","ملی","IR503279336484364313468695","185222"
"85732209385","تجارت","IR615001127322473533461123","579744"
"43555779468","ملی","IR747551586007446391011826","123442"
"43555779468","سرمایه","IR214436993159714497738619","585250"
"43555779468","ملی","IR401835566665296363364856","333786"
"43555779468","سرمایه","IR135747900617888294200267","558922"
"43555779468","ملی","IR107412443571868312280764","905013"
"60188006639","ملی","IR211786087056120628155484","691383"
"60188006639","ملی","IR323288024175108115427979","922089"
"60188006639","صادرات","IR371040079272150247190086","432623"
"60188006639","سرمایه","IR508624306928164817131346","809327"
"48726662358","صادرات","IR154503598510666823384261","539704"
"48726662358","تجارت","IR143820893776412362993590","610236"
"48726662358","ملت","IR138187533978332722334743","856316"
"31760416046","تجارت","IR920582974343110029481384","119910"
"31760416046","صادرات","IR915595023312402568128740","357460"
"31760416046","ملی","IR770232579485505260810583","878123"
"31760416046","ملت","IR365503366618831943226438","271887"
"31760416046","ملی","IR342729689374610870041083","138650"
"24092550277","سرمایه","IR877370878065450574990744","760208"
"24092550277","سرمایه","IR464608616063027655700609","910223"
"24092550277","صادرات","IR702823831524695175470105","431317"
"24092550277","تجارت","IR860527027354518519379157","552103"
"24092550277","ملی","IR124751019920493012610666","170417"
"32298404270","ملی","IR254447567146669080292810","723472"
"32298404270","ملی","IR488391334311561434376663","933341"
"56538345203","ملی","IR574468685848562207767638","325272"
"56538345203","تجارت","IR732371300757603094722342","208051"
"56538345203","صادرات","IR471490220474839565505063","711749"
"10607986171","سرمایه","IR998151597015775858485936","861329"
"10607986171","تجارت","IR550205822647738538422743","811869"
"10607986171","تجارت","IR735844213664470885799065","203695"
"33815865259","صادرات","IR520431428881587964022245","836217"
"33815865259","تجارت","IR615811915318698245382930","160282"
"33815865259","ملی","IR427276288759126543273705","669533"
"72794268260","صادرات","IR200027310382866529946376","782797"
"72794268260","ملی","IR264803196280273401867290","573234"
"72794268260","تجارت","IR331476897728498118393172","755164"
"72794268260","تجارت","IR799348587687736822321572","968566"
"72794268260","سرمایه","IR569761458680509008795898","922428"
"55273911335","صادرات","IR195176226408281897547352","302863"
"55273911335","تجارت","IR727980863015327371850398","160059"
"55273911335","صادرات","IR124290520383117691658311","763578"
"55273911335","ملت","IR647700076909691481352952","370817"
"55273911335","ملی","IR423187424781568399466081","581195"
"80930558938","صادرات","IR809341032824068163721578","449177"
"80930558938","ملی","IR262646597921176878237643","687950"
"97720354048","ملت","IR642389998714176109967329","720699"
"97720354048","تجارت","IR946172078960960324109333","817316"
"97720354048","ملی","IR569205527060289888088076","980775"
"84137837927","ملی","IR914964465763044148155475","752586"
"84137837927","ملی","IR341215784881990916227431","493339"
"84137837927","ملی","IR846453564455061083114863","341704"
"84137837927","ملی","IR559981564294474588944502","834238"
"21139927654","سرمایه","IR535126559725669467365145","133919"
"21139927654","ملت","IR819665578433530291073096","914630"
"21139927654","صادرات","IR784358953398913783930422","108518"
"24558248652","تجارت","IR836748864165486998944956","131504"
"24558248652","سرمایه","IR690378539058733631540698","922467"
"20004916502","صادرات","IR327783806594562663975447","770655"
"20004916502","صادرات","IR785899330300760452192552","375519"
"20004916502","ملی","IR758112692176279076208066","581283"
"81381128868","صادرات","IR750366510754520156735277","870892"
"81381128868","تجارت","IR372159658168983571698799","559458"
"45861772293","تجارت","IR389625485790929036739112","751945"
"45861772293","تجارت","IR451323586207422576589271","806831"
"45861772293","صادرات","IR304410452039625076395465","669200"
"45861772293","ملت","IR993822387370867586388120","297090"
"45861772293","ملت","IR392792970847231326323181","406669"
"92960996487","تجارت","IR404867908873426558774562","725100"
"92960996487","ملی","IR649233003880748458069671","469460"
"92960996487","سرمایه","IR909475931602960610421868","110252"
"92960996487","ملی","IR846230735988308780663834","612778"
"96475589663","ملت","IR456125721390495654266213","663825"
"96475589663","ملی","IR946477996203710784236667","237731"
"96475589663","صادرات","IR607340681947684855620615","928261"
"96475589663","ملی","IR766725414270785505160021","789333"
"61341499785","تجارت","IR235609177810788595301496","210853"
"61341499785","ملت","IR359166778338034465735551","616919"
"61341499785","ملت","IR455132277237551309933930","620397"
"24560571016","تجارت","IR882476694848870957598642","998043"
"24560571016","صادرات","IR567639462961223643679762","898154"
"24560571016","سرمایه","IR634401745712114395860924","733667"
"22914085774","ملت","IR780981009481379283074610","698380"
"99658011339","تجارت","IR121268831639705581695507","740006"
"48863303402","تجارت","IR308248693684604416144136","116662"
"98177198387","سرمایه","IR200669330874048266920914","144588"
"46136923346","ملت","IR968648820331917798420911","489551"
"46136923346","ملی","IR408165000162714774753001","495226"
"60804931474","تجارت","IR711705307137110222125052","717526"
"60804931474","سرمایه","IR130274287644306635294420","633327"
"60804931474","ملی","IR537411502866743304390825","103945"
"90375341495","تجارت","IR550732441248230060864554","956845"
"90375341495","ملی","IR380930342588282198649526","983815"
"90375341495","تجارت","IR147628963548136649273116","958714"
"36858458716","صادرات","IR351255667331486656422155","677658"
"36858458716","صادرات","IR416957503616945279511646","878374"
"25199001087","ملت","IR941418368072072552079137","278220"
"20797922737","ملت","IR560327826971031661531220","537962"
"80011464146","صادرات","IR376604959102644259843074","145516"
"80011464146","ملی","IR549150075634937277479105","404579"
"80011464146","ملی","IR316751595497437765157433","215744"
"80011464146","تجارت","IR274153655534646618579131","501645"
"14903820054","صادرات","IR766112046994784381153106","466207"
"14903820054","ملت","IR822055399338010108029954","309974"
"14903820054","تجارت","IR681193795047460674745882","623580"
"14903820054","تجارت","IR299409580673709859479063","449931"
"14257442495","صادرات","IR159247814388542528957668","473888"
"14257442495","تجارت","IR324069972782857959175058","438776"
"14257442495","سرمایه","IR930018180945331350573445","637160"
"14257442495","سرمایه","IR911205777109342237259417","712841"
"14257442495","سرمایه","IR969619321338572871958310","206971"
"45947383146","ملی","IR948834624861454917335405","824093"
"45416509818","سرمایه","IR575766334980855321667365","836911"
"45416509818","تجارت","IR124543044728715607463133","164520"
"45416509818","ملت","IR856270903823105804133812","812560"
"45416509818","صادرات","IR457209352644727418026829","183558"
"45416509818","صادرات","IR318151597332180301958286","595674"
"78573940577","صادرات","IR214284338015634002517757","371367"
"78573940577","تجارت","IR554934935319817690418524","155720"
"36662873520","سرمایه","IR394213949666940633378341","624007"
"36662873520","ملی","IR589848212685051821920492","954331"
"76217215095","تجارت","IR160057092840460243815647","202946"
"58660834441","صادرات","IR554287983817975102112374","324661"
"58660834441","تجارت","IR629406962876611721880058","569900"
"58660834441","صادرات","IR178919951511597153167808","533041"
"58660834441","صادرات","IR424240478141487951395563","250198"
"77033104360","صادرات","IR640919559252557247271762","623357"
"92069612543","ملی","IR127513951588429809820936","887701"
"92069612543","تجارت","IR505585803746402223040306","398065"
"92069612543","تجارت","IR695629144868944103436006","121721"
"92069612543","صادرات","IR451720500913149530058969","104710"
"48654367050","تجارت","IR107503746893707071709476","544740"
"48654367050","سرمایه","IR138930535768452529090606","613213"
"48654367050","ملی","IR381894658210777784481036","613983"
"41749194408","سرمایه","IR397726061034107223659263","409413"
"41749194408","صادرات","IR988506776458958269123811","910177"
"41749194408","تجارت","IR270820870021683853455889","805837"
"68773028281","ملی","IR165166961961399796704343","628389"
"68773028281","تجارت","IR487072547267252989434838","516836"
"68773028281","ملت","IR143888322270835593427048","525683"
"68773028281","ملی","IR857326001727456998135446","298704"
"80684470324","صادرات","IR142484926044883498626033","841970"
"39138568885","ملت","IR440979111216990787601311","293413"
"39138568885","سرمایه","IR205584380852867951221974","414633"
"39138568885","صادرات","IR969675139167768564931611","686862"
"50625065199","ملت","IR862133486244763321968489","370625"
"50625065199","ملت","IR285626535823200035054855","812647"
"47222930907","صادرات","IR355954511912861599133078","203144"
"47222930907","سرمایه","IR822891050860837807384600","957494"
"47222930907","ملت","IR449172671648466261476503","254103"
"47222930907","سرمایه","IR813758754403051994235651","458490"
"44061388366","تجارت","IR677219164466397165793048","971630"
"44061388366","سرمایه","IR186580731508155980272948","610541"
"23428921295","تجارت","IR417369585850042430178847","737655"
"23428921295","سرمایه","IR510870121269564292544436","217503"
"72570178583","سرمایه","IR208791849515821056520504","678965"
"72570178583","ملت","IR887258948688510512969739","839035"
"72570178583","تجارت","IR757278214554101701847164","858981"
"72570178583","سرمایه","IR670320215827859828514442","137476"
"85900713557","ملت","IR837682226190223410639381","574340"
"94634290557","سرمایه","IR191722057439012423505989","423376"
"94634290557","صادرات","IR434185445179949319689812","319495"
"94634290557","صادرات","IR228195942638481702291189","527734"
"94634290557","تجارت","IR866119443095276134140877","898218"
"53375514938","ملی","IR388573803286440038527212","898937"
"53375514938","ملی","IR855142392997798166705344","515495"
"53375514938","صادرات","IR625812702257984653023390","417364"
"53375514938","تجارت","IR539899052382683486939432","203766"
"68497023621","ملی","IR275605004712724560100384","940786"
"68497023621","صادرات","IR113578997745770315565809","628783"
"68497023621","سرمایه","IR515802724621499035082112","308343"
"68497023621","ملت","IR924026271008773349037692","901486"
"68497023621","ملی","IR598609909377655875503546","190177"
"35875073966","صادرات","IR976762982190426499176897","441916"
"35875073966","ملت","IR788974030403556359555869","452605"
"68006135388","صادرات","IR783506606883127158170358","506485"
"68006135388","سرمایه","IR433996697734706459156825","970151"
"68006135388","صادرات","IR840890176711667464845265","485706"
"68006135388","تجارت","IR787476940569270383120662","240829"
"71998220358","ملی","IR559979535303412459517593","447358"
"71998220358","ملت","IR457407523239150816912775","183597"
"20006621181","سرمایه","IR432381456719816402805061","179969"
"20006621181","صادرات","IR726351902722341509999870","465626"
"20006621181","سرمایه","IR865242826763305969281550","682480"
"65554016055","سرمایه","IR287501390820061334318710","423069"
"65554016055","ملی","IR333917726420223035131463","269498"
"65554016055","تجارت","IR219696513255842484945744","363619"
"65554016055","سرمایه","IR101905660034742161505628","692715"
"65554016055","صادرات","IR782033299931435611468674","575743"
"74835260863","صادرات","IR991149573686150994329169","753969"
"98033996824","ملت","IR278441640558589186419207","794143"
"98033996824","تجارت","IR744616293282924154162923","356694"
"98033996824","سرمایه","IR236370811755652121107361","839064"
"98033996824","سرمایه","IR188645135456923104046298","805691"
"43003305078","صادرات","IR595820024642417221715745","714485"
"43003305078","ملت","IR866472538277016438975282","247904"
"43003305078","ملی","IR929602971782167067911715","325922"
"38374777773","ملت","IR703225665511934901906538","685365"
"38374777773","ملت","IR334554239708792927139908","668321"
"38374777773","ملت","IR347344333519207655544951","503516"
"70745935397","صادرات","IR802114110739917744739593","848725"
"70745935397","ملت","IR771958621220076110138803","720779"
"10674958511","تجارت","IR695734423406123406680309","361036"
"10674958511","ملی","IR597637155767221027013154","872117"
"10674958511","سرمایه","IR714136644663225304981954","215005"
"37842331430","صادرات","IR406064157726497956561855","731040"
"37842331430","سرمایه","IR623625868537064332299830","855257"
"38941449837","سرمایه","IR470155056800481926661959","537169"
"38941449837","ملت","IR143838500696978783597545","862236"
"38941449837","ملت","IR552914084903173612131717","353341"
"50737338668","ملت","IR836676707632275014423161","285709"
"50737338668","ملی","IR217073307077513496856216","499252"
"50737338668","صادرات","IR364442156036436858227380","963906"
"39491927066","صادرات","IR189224165155731752785553","170892"
"39491927066","ملی","IR944044004830365165531866","356077"
"66708035134","تجارت","IR498329906084903165607858","267553"
"66708035134","ملت","IR126408376009167348640319","505274"
"66708035134","سرمایه","IR612009601936910720204172","158129"
"46057070041","ملت","IR342151959761321647829307","849976"
"46057070041","سرمایه","IR603554934380522236965357","272933"
"46057070041","صادرات","IR808233072208531160174907","581603"
"46057070041","تجارت","IR732869508629165326995174","249917"
"18276041535","ملی","IR930532417069409963573318","657427"
"18276041535","سرمایه","IR662781282884189279158268","161060"
"85107983233","صادرات","IR259774190002580591961366","244543"
"62059245476","صادرات","IR300334941182441232006372","917525"
"62059245476","ملی","IR376588633262062757488245","871221"
"62059245476","صادرات","IR179528187353335322976731","713746"
"62059245476","تجارت","IR606278839147147014669657","555703"
"47896976730","ملت","IR659974323294844808043264","237644"
"47896976730","صادرات","IR276275689305437962608216","902367"
"47896976730","سرمایه","IR147773177401657687493094","169604"
"47896976730","صادرات","IR928250262743819005392493","304597"
"38563671166","ملی","IR541700675408300384933429","412047"
"38563671166","سرمایه","IR131323100996664201599942","892392"
"38563671166","ملی","IR970671434521052427613933","690164"
"38563671166","صادرات","IR533569208598300658486640","535063"
"38563671166","صادرات","IR878026225293301623882777","598678"
"11015369365","تجارت","IR376952294606101261790813","536934"
"11015369365","تجارت","IR483467146893236154506403","533200"
"11015369365","صادرات","IR255051123205184386331400","188309"
"46103176963","ملی","IR196732490234645801770872","766406"
"46103176963","تجارت","IR904739764604519196609818","900820"
"11509016090","سرمایه","IR368615561266204270485125","873346"
"78356214193","ملی","IR298714589909226190608681","783153"
"78356214193","تجارت","IR236257271413078668783044","283897"
"78356214193","ملی","IR656988435685008979803375","229003"
"84087107477","ملت","IR234675965578152242198187","607245"
"84087107477","تجارت","IR541921100603168635699443","641735"
"84087107477","صادرات","IR246641216477669709603352","704490"
"67385082579","سرمایه","IR659905741546406439040209","794620"
"67385082579","ملی","IR227734693241322820066283","674694"
"67385082579","صادرات","IR188449445585208355045499","417839"
"67385082579","صادرات","IR388192775948591614021987","326375"
"73333406253","ملت","IR978567601656820731953620","914702"
"73333406253","ملی","IR532651851156891437189925","707201"
"73333406253","سرمایه","IR468273920791676097276877","642855"
"73333406253","ملی","IR868924710487963482307349","112705"
"40269740848","ملی","IR506386391583640559684085","951921"
"50455421432","صادرات","IR319837473029290699782673","433740"
"50455421432","سرمایه","IR831708861557651009212145","287090"
"50455421432","ملت","IR254391309068266812784424","618934"
"50455421432","سرمایه","IR888323095594316886479154","116285"
"53575224086","تجارت","IR684146795890228724556474","101424"
"53575224086","صادرات","IR759954445722407258797956","564207"
"53575224086","ملی","IR398630388834761524369775","429619"
"22474174919","تجارت","IR803647028160640065782519","684739"
"22474174919","صادرات","IR247711522101702941103624","958301"
"22474174919","ملی","IR314896155166706488323086","527430"
"22474174919","ملی","IR347369184583702981505092","497136"
"40141197505","ملت","IR933124250400317824758263","686181"
"40141197505","ملت","IR574050271991981731202104","231885"
"40141197505","ملت","IR496077929320610932728057","651876"
"40141197505","ملی","IR409126276415424421613181","679221"
"10778668672","ملی","IR392146688721551094680558","841303"
"10778668672","تجارت","IR986678148376236969840046","538851"
"10778668672","صادرات","IR573130637636931177985166","679866"
"10778668672","صادرات","IR338101024191655839965201","973860"
"10778668672","ملت","IR408607286933911629370106","481306"
"37463937292","سرمایه","IR201247772870032540236619","586284"
"37463937292","ملت","IR686203053982158599782394","489058"
"37463937292","صادرات","IR925255162534406421886890","767523"
"37463937292","سرمایه","IR906528289859408748903203","888102"
"37463937292","ملی","IR880773025971497159485802","119677"
"37390649547","تجارت","IR933733228795560320648285","720525"
"37390649547","ملت","IR848815824363093715484311","946385"
"20682467337","تجارت","IR948896543728653514514923","394023"
"58381589728","صادرات","IR275964147875235363672157","337923"
"58381589728","ملی","IR457375934593759008891912","594155"
"77799715582","صادرات","IR204728861947428415161586","479592"
"77799715582","سرمایه","IR322629564821939942447003","482237"
"77799715582","ملت","IR923207586971836966745110","527942"
"17841709752","صادرات","IR971036808897352795903408","310680"
"17841709752","سرمایه","IR684137456495311246846967","687537"
"90464496232","ملت","IR800001726763916106988249","578163"
"90464496232","ملی","IR147346541638736827541498","801820"
"90464496232","صادرات","IR298174623897500323454071","243084"
"90464496232","ملت","IR503448125302164265353246","679517"
"90464496232","صادرات","IR221065299760682540209794","604673"
"67961055389","تجارت","IR262683297569806340179794","360120"
"67961055389","ملت","IR560468131244000861482501","136918"
"68873616372","صادرات","IR194288870526169449558069","771827"
"68873616372","ملی","IR856981059790483801881644","390450"
"54962199455","تجارت","IR769094199688663845953674","437867"
"54962199455","سرمایه","IR355721771129743718414376","174486"
"54962199455","تجارت","IR485925526602596207762706","731943"
"54962199455","تجارت","IR306828081819131565139886","143374"
"22142992496","ملت","IR839423887428665187639481","973614"
"22142992496","ملی","IR633895435471271213460083","127917"
"22142992496","صادرات","IR594520506987778535752072","932909"
"22142992496","تجارت","IR684489188655530344128514","687997"
"22142992496","ملت","IR976286422164088951715647","604434"
"76857778517","تجارت","IR863352410738552980381227","494979"
"76857778517","ملت","IR873554633865456108369701","810564"
"76857778517","ملی","IR610517321447089803385237","324647"
"76857778517","ملی","IR604519558458039222371392","700974"
"89356381850","تجارت","IR940799708835193737699815","784098"
"63069636720","ملت","IR710666351406530438245488","983664"
"63069636720","سرمایه","IR449859278743822809825216","943770"
"63069636720","سرمایه","IR815301729606311221975694","704069"
"63069636720","تجارت","IR696746847409708740800606","162711"
"63069636720","صادرات","IR841506745107513002840676","200471"
"89448137279","سرمایه","IR818704987263887972121923","494633"
"89448137279","سرمایه","IR342334113190371927628879","739835"
"27215791584","ملت","IR602620313046469161990934","391573"
"27215791584","صادرات","IR694824092508846726150341","855956"
"27215791584","ملی","IR493477353024602760557325","123916"
"27215791584","سرمایه","IR179583882408354241777156","673586"
"90652013223","ملی","IR733087342848822221832503","686182"
"46490257919","صادرات","IR864437548215681116278398","457166"
"26586076104","صادرات","IR140029051159251054943239","391695"
"83871678125","سرمایه","IR320640866557949039581305","167019"
"83871678125","ملت","IR208143224127264266187324","828337"
"83871678125","صادرات","IR720785894596143462510316","261706"
"60441636977","صادرات","IR523950902370752325598109","659399"
"60441636977","تجارت","IR373561608675503492026433","543937"
"30129332537","صادرات","IR787400948162775478493569","926109"
"30129332537","ملت","IR410292640248056191588905","140451"
"30129332537","ملی","IR199596945162752475562618","174729"
"30129332537","ملی","IR781851446960389647988818","364151"
"70150673707","ملی","IR323634940753348517050368","891341"
"70150673707","تجارت","IR353615799847439922301537","675664"
"70150673707","سرمایه","IR303280889706100335235398","430531"
"15084241605","ملی","IR460488912715745470475329","153938"
"15084241605","ملی","IR440244105503383254764561","250909"
"15084241605","صادرات","IR765853131748390155052698","300666"
"15084241605","ملت","IR563506267728787745718079","515594"
"37817586920","تجارت","IR336604189598607166488845","557568"
"37817586920","سرمایه","IR111080812443391657283086","554601"
"37817586920","ملی","IR427358143361312322128933","101488"
"37817586920","تجارت","IR631545286689028924991825","946073"
"37817586920","سرمایه","IR757835670057640334465494","515650"
"64510856514","صادرات","IR333804996012940737830154","328445"
"42539909649","ملت","IR472787381058188375572636","388978"
"83543747220","سرمایه","IR663273653778106400259833","536384"
"83543747220","تجارت","IR366117949578427248799141","984413"
"73439151793","صادرات","IR101655460393804287181949","346688"
"73439151793","ملی","IR335567055613549028316706","583609"
"18538645875","ملی","IR351597574967617002165518","631294"
"18538645875","سرمایه","IR469461875320744526153755","640767"
"18538645875","صادرات","IR345853425035804437383124","322409"
"18538645875","ملت","IR582392763391726069312133","994093"
"78742914256","ملت","IR151497497233498517574775","624983"
"78742914256","صادرات","IR912124694016942472448848","535954"
"78742914256","ملی","IR903677516594454749430584","123962"
"35446185349","صادرات","IR452022989118507656481133","785057"
"40407863378","سرمایه","IR851376762265474887357776","580493"
"40407863378","صادرات","IR704334930757720011183064","230626"
"40407863378","سرمایه","IR636086160621889139056604","723173"
"40407863378","ملی","IR737194617548368941067732","448843"
"40407863378","ملت","IR782719712361860592432859","277383"
"75845358558","سرمایه","IR776162188046074042096889","426833"
"71464644865","صادرات","IR374499983584629532934482","476012"
"23204395016","سرمایه","IR303188083815708466220225","428778"
"23204395016","ملت","IR616988656966507614582695","449099"
"23204395016","صادرات","IR809931547793828563381274","209998"
"23204395016","تجارت","IR427203257198058062779161","561098"
"73849500337","تجارت","IR431489948592620841086046","861579"
"72629764762","ملت","IR667799243685516382879547","342826"
"72629764762","سرمایه","IR306274965568583883479740","249700"
"72629764762","ملت","IR484674351448421562702091","387058"
"72629764762","ملی","IR444847653775306541427681","293179"
"72629764762","ملت","IR190770666360016041957496","611483"
"95261582082","سرمایه","IR334613819630621658446752","136517"
"31917991094","صادرات","IR579214995820302347100184","279064"
"31917991094","صادرات","IR685606379909795654681413","543740"
"31917991094","تجارت","IR486911361157768710435012","791465"
"31917991094","تجارت","IR650541125911376349271251","749265"
"75584328147","سرمایه","IR418123020864436407233462","596776"
"75584328147","سرمایه","IR229942342931724910985218","722361"
"98774170677","صادرات","IR274355601733863102658176","613226"
"98774170677","صادرات","IR143930664870384544759440","883933"
"98774170677","سرمایه","IR107323249236233642282204","702209"
"98774170677","ملی","IR422375307445298925415712","503888"
"98774170677","ملت","IR935940812087543612857353","606285"
"98248938802","ملی","IR984408314478777438659375","490965"
"98248938802","سرمایه","IR635899606246233538052421","847660"
"92186462944","تجارت","IR771679978570675471148720","191008"
"92186462944","ملی","IR247455854929443417740331","757640"
"92186462944","ملت","IR416048303555102014465263","584863"
"92186462944","صادرات","IR387853696438382825161973","547951"
"92186462944","تجارت","IR587366972756389367073794","530069"
"61837593067","سرمایه","IR622059042558696959500832","516144"
"61837593067","سرمایه","IR180810370634249150258925","487782"
"61837593067","تجارت","IR400612014787299888059613","344082"
"11557478023","صادرات","IR119387939304960023779541","108455"
"11557478023","صادرات","IR500458054392779694623631","697417"
"51421588916","صادرات","IR961463882576216181623504","322253"
"51421588916","ملی","IR656840063862739863413916","877657"
"51421588916","تجارت","IR141697253106114795236098","247815"
"51421588916","ملت","IR716928487955695247263097","907155"
"51421588916","ملت","IR172847173921586935584929","969572"
"33136677669","صادرات","IR891295990422071282255930","194983"
"33136677669","صادرات","IR983346916716102651586906","766877"
