"from","to","call_id","date","duration"
"09693409333","09335652032","566133","1973-04-24T06:01:25","08:48"
"09549058859","09596763382","427764","2005-12-07T16:34:03","21:41"
"09655360329","09743030937","374557","2016-11-17T12:36:29","09:17"
"09997529854","09681646618","309645","1987-07-08T23:37:56","16:30"
"09190743895","09897336680","621640","2010-06-06T16:18:20","13:16"
"09712404548","09162354946","234359","1992-12-06T13:00:35","10:43"
"09322808132","09190057873","461703","1992-06-18T23:11:25","15:08"
"09557639047","09439512803","582909","2020-07-23T21:38:59","15:35"
"09545968612","09359545986","720990","1997-05-19T04:06:34","12:03"
"09954992116","09428023987","479031","2018-02-10T12:39:44","06:18"
"09773825481","09111955036","910498","2014-04-08T17:08:25","10:55"
"09361489443","09111985848","395134","1976-05-11T18:23:25","20:55"
"09204796212","09566811099","147957","2005-06-13T20:35:19","15:03"
"09790437138","09870623255","196760","1978-06-10T12:32:55","13:19"
"09232007545","09478817464","994714","1982-03-29T16:57:25","06:42"
"09393765822","09379962575","537180","2004-11-19T20:12:44","16:02"
"09414854646","09943603361","463376","2017-02-20T02:45:44","16:00"
"09816941628","09232818159","966137","2020-10-04T16:06:57","10:01"
"09571701439","09354810918","553239","1978-03-07T04:41:00","05:05"
"09686987704","09139079598","217890","1977-06-06T04:04:03","08:18"
"09340822329","09632106734","570335","1992-05-24T11:53:53","13:36"
"09594672811","09559632080","251975","1988-09-02T20:20:30","06:25"
"09854677881","09799779144","938084","1989-06-13T09:31:01","12:05"
"09762968459","09804062126","210620","2019-06-11T00:58:15","04:12"
"09727819975","09180457216","138273","1984-05-12T14:01:48","11:06"
"09920395057","09819846010","108106","1981-09-02T02:22:51","20:24"
"09741797821","09442021420","378501","2014-01-22T01:25:55","16:00"
"09766154957","09139930922","832531","1977-04-28T13:24:15","10:05"
"09239004677","09812791696","376270","2003-06-25T13:11:07","19:01"
"09589242909","09980416198","419789","2015-02-13T05:49:40","18:51"
"09939092161","09561853460","890924","1979-09-06T18:07:05","11:15"
"09817625056","09936294309","303079","1998-03-02T07:20:26","05:03"
"09744227049","09592991786","351040","2004-01-02T02:44:04","22:29"
"09938961029","09211273180","833351","1989-03-03T17:00:36","16:27"
"09685942132","09238655953","726636","2013-01-14T22:45:13","02:40"
"09348985050","09352681265","523563","2018-01-10T04:26:38","12:37"
"09126134829","09360650165","765522","2016-03-17T10:36:42","08:50"
"09691252419","09530989706","254970","1973-09-07T16:03:11","20:25"
"09966252869","09229919590","831002","1970-01-12T08:54:19","10:26"
"09220394563","09961632710","218313","1982-11-24T03:03:57","23:56"
"09401395823","09715041782","215437","1973-11-05T11:01:12","20:51"
"09916261480","09762591798","996803","1984-09-06T09:09:16","12:53"
"09588051259","09720055599","383344","1989-03-14T02:12:46","13:20"
"09250219916","09394885721","784626","2003-08-07T06:14:05","07:41"
"09513451619","09396764075","421686","1988-04-26T19:35:43","08:42"
"09228613911","09491390280","175169","1979-11-22T11:55:59","06:28"
"09867794102","09821346849","865138","1978-09-23T12:16:13","04:56"
"09264331494","09957454296","590305","1992-12-09T03:18:16","07:12"
"09871812817","09540521134","727422","2007-05-13T07:21:24","16:51"
"09584392034","09571746730","678325","2012-12-20T23:22:28","06:53"
"09194279772","09965650771","937225","2002-09-02T18:05:54","17:50"
"09532779424","09798740078","451522","2002-06-14T12:45:25","11:06"
"09976344489","09162321181","952404","1990-11-22T10:23:51","13:30"
"09554913178","09192307828","765549","1977-07-18T16:22:50","11:30"
"09385087426","09497580527","468277","2004-04-27T15:24:30","05:53"
"09439285062","09101557419","953828","2002-09-23T08:06:37","19:34"
"09877627519","09875513223","195040","1974-01-09T03:37:41","02:25"
"09570578495","09168829890","176858","2003-10-09T07:52:05","00:23"
"09841926063","09545297737","298019","1994-01-13T01:15:46","22:10"
"09304619364","09867982582","176096","2005-12-29T02:26:02","11:36"
"09620040323","09699108831","578664","1984-04-07T10:08:19","18:45"
"09260679187","09233900332","235875","2012-05-27T20:03:58","22:06"
"09818076848","09511289121","515276","1986-07-04T08:23:26","21:47"
"09774623450","09723730781","282611","2001-10-28T23:10:40","14:42"
